original,translate
"Then from out of the shadows, Kala and her brood fall upon the Butcher’s lot",然后，从阴影中，卡拉和她的族人扑向屠夫的队伍
"With the reflexes of a serpent, Kala lunges at the Butcher and plunges her blade into his fat neck",像蛇一样敏捷，卡拉扑向屠夫，将刀刺入他的肥厚脖子
"A killing blow for sure, but Kala’s eyes widen in terror as, instead of toppling over, the Butcher grabs her by the knife-arm",一击毙命，但卡拉的眼睛在屠夫抓住她的刀臂时放大了恐惧
She desperately tries to pry her arm loose but to no avail!,她拼命想挣脱手臂，但徒劳无功！
"Blood sprays from the Butcher’s mouth as he strains from the effort and with a wet, sickening snap, Kala’s arm is torn from her body",血液从屠夫嘴里喷出，他用力挣扎，卡拉的胳膊在一声湿漉漉的、令人作呕的断裂声中从她身上被扯下
They both collapse - dead,他们俩都倒下了——死了
Suddenly all is quiet,突然，一切变得寂静
You’ve defeated the three Reaver chieftains,你们打败了三个掠夺者酋长
Now Father awaits,现在，父亲在等待
You?!,你？！
Out with it!,说吧！
Her eyes narrow,她的眼睛眯了起来
Yes!,是的！
I sense it!,我感受到了！
There is blood in the water and soon there will be blood in the streets!,水中有血腥气，很快街道上也会有血腥气！
Finally we will be done with this petty bickering and Father will let us join him in the keep!,终于，我们可以结束这些琐碎的争吵，父亲会让我们加入他的行列！
The Butcher wants you to join him in stamping out Oleg,屠夫想让你加入他，一起消灭奥列格
Oleg asks you to join him against the Butcher!,奥列格邀请你加入他，对抗屠夫！
#HorrynReaverChief3,#霍林掠夺者酋长3
I’ll drink your marrow and tear your flesh!!!,我要喝你的骨髓，撕碎你的肉！
Give them to me!,给我！
His meaty hands tremble with excitement as he greedily takes the tablets from you,他贪婪地从你手中接过药片，肉乎乎的手颤抖着兴奋不已
"Mesmerized, he traces the grotesque carvings with fat, blood-smeared fingers",他痴迷地用沾满鲜血的肥厚手指抚摸着那些怪异的雕刻
I hear you!,我听见了！
Your will shall be done!,你的意志将得到执行！
"The assembled reavers gather around and begin a low, droning chant",所有的掠夺者聚集起来，开始低沉的吟唱
He looks up at you with black eyes,他用黑眼凝视着你
My ascent to Father’s side begins!,我的升天之旅开始了！
Soon I’ll join him in the keep,不久我将加入他，留在要塞中
All that is left is the sacrifice of the firstborn,剩下的只是第一个牺牲者的祭献
Go to Kala!,去找卡拉！
Tell her she will be at my side and together we’ll make an offering of Oleg and his pathetic little band!,告诉她她将站在我身边，我们将一起向奥列格和他的可怜小队献祭！
Tell her this is a knife night!,告诉她这是刀夜！
A red night!,这是一个红夜！
Now go!,现在去吧！
We must make ready!,我们必须做好准备！
"A beast of a man, bald and covered in crude sailor’s tattoos stands wide legged on the stairs of the desecrated temple",一个光头的大汉，身上满是粗糙的水手纹身，站在亵渎的神殿台阶上，两腿分开
You come to the Butcher willingly?,你是自愿来见屠夫的吗？
Like some lamb crawling into the mouth of a wolf?,像一只羔羊钻进了狼的嘴里？
Perhaps there is something about you?,或许你有什么特别之处？
Tell me,告诉我
Why are you here?,你为什么在这里？
Oleg sent me to remind you that as long as he holds the Whispering Tablets you owe him allegiance,奥列格派我来提醒你，只要他手握低语石板，你就必须向他效忠
I am the butcher of the weak,我是弱者的屠夫
It has fallen to me to cull those that are too feeble to join Father in the keep,我的任务是清除那些太虚弱无法加入父亲城堡中的家伙
With cleaver and fire I do his bidding like an obedient son,用大刀和烈火，我像顺从的儿子一样执行他的命令
Or dog,或者狗
But he’ll call upon me soon enough and I’ll be at his side doing the holy work inside the keep!,但他很快就会召唤我，我将站在他的身边，在城堡中进行神圣的工作！
The Butcher’s eyes flicker to the tall walls of the keep to the south,屠夫的目光扫向南边高耸的城堡墙壁
I just have to bring my upstart siblings in line first,我只是首先要让那些得意忘形的兄弟姐妹们回到正轨
Father hates bickering,父亲讨厌争吵
How do you intend to do that?,你打算怎么做？
Kala and Oleg,凯拉和奥列格
He spits in disgust,他厌恶地吐了一口唾沫
Kala is fierce,凯拉很凶猛
Caught many of the weak and gave me the ones Father could not use,抓住了许多弱者，并给了我父亲无法使用的那些
I’ll not soon forget that,我不会很快忘记这一点
Her sin now is idleness,她现在的罪过是懒惰
She and her brood sit there in their rat hole on the docks bored and stewing,她和她的后代坐在码头上的老鼠洞里，无聊且心怀不满。
I’ll deal with her in time,我会慢慢处理她的。
Oleg is first,奥列格是第一个。
What of him?,他怎么样？
He’s the oldest of us - and the weakest,他是我们之中最年长的，也是最弱的。
However he was also the one to drag the Whispering Tablets from the seas,但他也是第一个从海中捞出低语石板的人。
Came up in his nets when he was fishing and he was the first to hear the word from the Deep,当他在捕鱼时，这些石板在他的渔网中浮现，他是第一个听到深渊之声的人。
He may have had his role to play but it’s over for him now,他可能有他的角色，但现在他的时代已经结束了。
It’s time the tablets came to their rightful owner,是时候让石板回到它们应有的主人手中了。
It’s time they came to me,是时候让它们回到我手中了。
And all the rest of the brethren will flock to me and Father will see I’m the one deserving of his love,其他所有的兄弟都会蜂拥而至，父亲会看到我是值得他爱的人。
Not that gray fool!,那个灰头发的傻瓜除外！
The Butcher’s eyes narrow predatorily,屠夫的眼睛狭长而凶残。
What are you thinking?,你在想什么？
The man’s laughter booms throughout the plaza,那人的笑声在整个广场回荡。
Is that what he said?,他说的是这个吗？
That decrepit old fool is owed nothing except my axe through his head,那个衰朽的老傻瓜，除了我砍下他的脑袋，他一无所有。
Father favors me and me alone and that piss-stinking old man shall be my offering to him,父亲偏爱我，只有我，那个尿骚味的老头将成为我的祭品献给他。
But I’ll give him this,但我会给他这个。
The Whispering Tablets do indeed hold the word from the Deep,低语石板确实承载着深渊之声。
The brethren will flock to whomever possesses them,同僚们会涌向拥有它们的人
And Father’s favor will follow,并且父亲的恩宠也会随之而来
You may have a role to play in this yet,你或许在其中扮演着某种角色
I see it in your face - around your eyes,我从你的脸上看到了——尤其是你的眼睛
Seek out the Whispering Tablets,寻找低语的石板
Oleg hoards them well but I know where,奥列格保管得很好，但我知道它们藏在哪里
There are tunnels under his lodge,他的小屋下面有地道
Deep tunnels,深层的地道
A canny cutter like you would do well in looking for the hidden entrance,你这种精明的刀客很适合寻找隐藏的入口
That is if you don’t mind wading through more shit,当然，如果你不介意再趟一次浑水的话
Could you be more clear?,你能说得更清楚些吗？
I already have the tablets!,我已经有了石板！
I've had enough of you madmen!,我受够了你们这些疯子！
You’ll find a way,你会找到办法的
I smell it on you,我从你身上闻到了那股气息
Go now!,现在就去！
Find the tablets and bring them to me - Quick and quiet,找到石板并带给我——迅速而安静
There will be plenty bloodshed but I will be the one spilling the blood once the tablets are safe in my hands,会有大量的流血，但一旦石板安全在我手中，流血的将是别人
"Now, begone!",现在，滚开！
Have you talked to Kala?!,你已经和卡拉谈过了吗？！
You must go to her!!,你必须去找她！
Talk!,谈话！
I have the tablets!,我有那些石板！
#HorrynSpiral1,#HorrynSpiral1
As you try to leave crabs swarm past you,当你试图离开时，螃蟹群涌过你身边
They consume the strange symbol ravenously,它们贪婪地吞噬着那个奇怪的符号
They leave,它们离开了
"Entering what appears to be a fishmongers' hall, your noses are immediately assaulted by a putrid stench far beyond the expected nautical aromas",进入一个看起来像是鱼贩子的厅堂，你立刻被一种令人作呕的恶臭所侵袭，远远超过了预期的海味香气
